fromNode	toNode	weight	direction	fromAltName	toAltName
245038_at	251507_at	0.504958334103933	undirected	AT2G26560	AT3G59080
245038_at	251755_at	0.974662380879807	undirected	AT2G26560	AT3G55790
245038_at	251884_at	0.538074914657518	undirected	AT2G26560	AT3G54150
245038_at	251971_at	0.719003433511735	undirected	AT2G26560	AT3G53160
245038_at	252906_at	0.595742655488236	undirected	AT2G26560	AT4G39640
245038_at	252989_at	0.502656449230785	undirected	AT2G26560	AT4G38420
245038_at	253012_at	0.640486405034489	undirected	AT2G26560	AT4G37900
245038_at	253044_at	0.643055514303519	undirected	AT2G26560	AT4G37290
245038_at	253046_at	0.758059140881683	undirected	AT2G26560	AT4G37370
245038_at	253181_at	0.539745298151449	undirected	AT2G26560	AT4G35180
245038_at	253372_at	0.570879833920745	undirected	AT2G26560	AT4G33220
245038_at	253505_at	0.961458284606479	undirected	AT2G26560	AT4G31970
245038_at	253509_at	0.765987456218449	undirected	AT2G26560	AT4G31710
245038_at	253796_at	0.955950256739903	undirected	AT2G26560	AT4G28460
245038_at	253987_at	0.537204660607286	undirected	AT2G26560	AT4G26270
245038_at	253999_at	0.84461761185215	undirected	AT2G26560	AT4G26200
245038_at	254241_at	0.550351317628842	undirected	AT2G26560	AT4G23190
245038_at	254256_at	0.576092066909813	undirected	AT2G26560	AT4G23180
245038_at	254372_at	0.599779719105178	undirected	AT2G26560	AT4G21620
245038_at	254416_at	0.719484813393153	undirected	AT2G26560	AT4G21380
245038_at	254598_at	0.732597681703991	undirected	AT2G26560	AT4G18990
245038_at	254660_at	0.575210424322116	undirected	AT2G26560	AT4G18250
245038_at	254905_at	0.634262318822772	undirected	AT2G26560	AT4G11170
245038_at	255074_at	0.513755317799262	undirected	AT2G26560	AT4G09100
245038_at	255252_at	0.573624964452281	undirected	AT2G26560	AT4G04990
245038_at	256050_at	0.811761435365325	undirected	AT2G26560	AT1G07000
245038_at	256321_at	0.563912063805936	undirected	AT2G26560	AT1G55020
245038_at	256376_s_at	0.65011175220352	undirected	AT2G26560	AT1G66690 /// AT1G66700
245038_at	256442_at	0.597016740987419	undirected	AT2G26560	AT3G10930
245038_at	256526_at	0.898786713380811	undirected	AT2G26560	AT1G66090
245038_at	256548_at	0.633437898608635	undirected	AT2G26560	AT3G14770
245038_at	256576_at	0.769829747374535	undirected	AT2G26560	AT3G28210
245038_at	256593_at	0.661936142235431	undirected	AT2G26560	AT3G28510
245038_at	256833_at	0.522142573838809	undirected	AT2G26560	AT3G22910
245038_at	257061_at	0.874562423085149	undirected	AT2G26560	AT3G18250
245038_at	257919_at	0.541677078598585	undirected	AT2G26560	AT3G23250
245038_at	257947_at	0.584750999484887	undirected	AT2G26560	AT3G21720
245038_at	258395_at	0.885218393977045	undirected	AT2G26560	AT3G15500
245038_at	258606_at	0.73300034628833	undirected	AT2G26560	AT3G02840
245038_at	259033_at	0.606050755105312	undirected	AT2G26560	AT3G09405 /// AT3G09410
245038_at	259178_at	0.500633116280473	undirected	AT2G26560	AT3G01650
245038_at	259197_at	0.828930803437404	undirected	AT2G26560	AT3G03670
245038_at	259340_at	0.514274757316029	undirected	AT2G26560	AT3G03870 /// AT3G09260
245038_at	259410_at	0.632136583661866	undirected	AT2G26560	AT1G13340
245038_at	259428_at	0.953421424576391	undirected	AT2G26560	AT1G01560
245038_at	259442_at	0.657670659687479	undirected	AT2G26560	AT1G02310
245038_at	259479_at	0.629371435661004	undirected	AT2G26560	AT1G19020
245038_at	259579_at	0.504140934454061	undirected	AT2G26560	AT1G28010
245038_at	259626_at	0.539388773852326	undirected	AT2G26560	AT1G42990
245038_at	259876_at	0.627869739134755	undirected	AT2G26560	AT1G76700
245038_at	260261_at	0.880506154219768	undirected	AT2G26560	AT1G68450
245038_at	260296_at	0.573970421490188	undirected	AT2G26560	AT1G63750
245038_at	260394_at	0.506893406521609	undirected	AT2G26560	AT1G74080
245038_at	260415_at	0.806283245146464	undirected	AT2G26560	AT1G69790
245038_at	260744_at	0.608662253400855	undirected	AT2G26560	AT1G15010
245038_at	260804_at	0.522768183989117	undirected	AT2G26560	AT1G78410
245038_at	260908_at	0.680920563203597	undirected	AT2G26560	AT1G02580
245038_at	260932_s_at	0.5776282081992	undirected	AT2G26560	AT1G02520 /// AT1G02530
245038_at	260971_at	0.799375400180753	undirected	AT2G26560	AT1G53620
245038_at	261005_at	0.672827185474174	undirected	AT2G26560	AT1G26420
245038_at	261006_at	0.950777947280567	undirected	AT2G26560	AT1G26410
245038_at	261020_at	0.978507410239821	undirected	AT2G26560	AT1G26390
245038_at	261021_at	0.980268643982205	undirected	AT2G26560	AT1G26380
245038_at	261216_at	0.693500107648588	undirected	AT2G26560	AT1G33030
245038_at	261240_at	0.563105632063394	undirected	AT2G26560	AT1G32940
245038_at	261242_at	0.884490139161058	undirected	AT2G26560	AT1G32960
245038_at	261249_at	0.672711012583755	undirected	AT2G26560	AT1G05880
245038_at	261475_at	0.657070009575955	undirected	AT2G26560	AT1G14550
245038_at	261574_at	0.535474360874455	undirected	AT2G26560	AT1G01190
245038_at	261949_at	0.520140830720099	undirected	AT2G26560	AT1G64670
245038_at	262244_at	0.87427716548648	undirected	AT2G26560	AT1G48260
245038_at	262745_at	0.607539549416825	undirected	AT2G26560	AT1G28600
245038_at	263401_at	0.92307045538826	undirected	AT2G26560	AT2G04070
245038_at	263482_at	0.517893449575134	undirected	AT2G26560	AT2G03980
245038_at	263893_at	0.83887803706122	undirected	AT2G26560	AT2G21900
245038_at	263916_at	0.861997375553113	undirected	AT2G26560	AT2G36440
245038_at	264280_at	0.695877549546009	undirected	AT2G26560	AT1G61820
245038_at	264543_at	0.982947771366645	undirected	AT2G26560	AT1G55780 /// AT1G55790
245038_at	264580_at	0.503613401253167	undirected	AT2G26560	AT1G05340
245038_at	264832_at	0.568565264632135	undirected	AT2G26560	AT1G03660
245038_at	264866_at	0.54882874429301	undirected	AT2G26560	AT1G24140
245038_at	265192_at	0.798079906114789	undirected	AT2G26560	AT1G05060
245038_at	265221_s_at	0.816900467568743	undirected	AT2G26560	AT2G02000 /// AT2G02010
245038_at	265260_at	0.681908028207278	undirected	AT2G26560	AT2G43000
245038_at	265411_at	0.716399807380952	undirected	AT2G26560	AT2G16630
245038_at	265670_s_at	0.782115974869154	undirected	AT2G26560	AT2G32190 /// AT2G32210
245038_at	265674_at	0.736488798894807	undirected	AT2G26560	AT2G32190
245038_at	265732_at	0.945274516108487	undirected	AT2G26560	AT2G01300
245038_at	265796_at	0.506388109681544	undirected	AT2G26560	AT2G35730
245038_at	265920_s_at	0.568345517165945	undirected	AT2G26560	AT2G15120 /// AT2G15220
245038_at	266071_at	0.791645811054474	undirected	AT2G26560	AT2G18670 /// AT2G18680
245038_at	266281_at	0.810910565839546	undirected	AT2G26560	AT2G29250
245038_at	266282_at	0.716469512676377	undirected	AT2G26560	AT2G29220
245038_at	266292_at	0.769175356580825	undirected	AT2G26560	AT2G29350
245038_at	266396_at	0.601703863120046	undirected	AT2G26560	AT2G38790
245038_at	266571_at	0.855825106625299	undirected	AT2G26560	AT2G23830
245038_at	266779_at	0.613304330257722	undirected	AT2G26560	AT2G29100
245038_at	266983_at	0.693555732090325	undirected	AT2G26560	AT2G39400
245038_at	267026_at	0.830717639745314	undirected	AT2G26560	AT2G38340
245038_at	267502_at	0.641544161836687	undirected	AT2G26560	AT2G45550
245038_at	267565_at	0.862964650717613	undirected	AT2G26560	AT2G30750
245038_at	267567_at	0.844678239702589	undirected	AT2G26560	AT2G30770
245041_at	246777_at	0.749534491267504	undirected	AT2G26530	AT5G27420
245041_at	246858_at	0.577421430398185	undirected	AT2G26530	AT5G25930
245041_at	247125_at	0.61176524359042	undirected	AT2G26530	AT5G66070
245041_at	247655_at	0.501249291777377	undirected	AT2G26530	AT5G59820
245041_at	249719_at	0.536222210827322	undirected	AT2G26530	AT5G35735
245041_at	250575_at	0.545895848173092	undirected	AT2G26530	AT5G08240
245041_at	251248_at	0.510585282444868	undirected	AT2G26530	AT3G62150
245041_at	251334_at	0.594095010806365	undirected	AT2G26530	AT3G61390
245041_at	251336_at	0.66458890263628	undirected	AT2G26530	AT3G61190
245041_at	251507_at	0.819885299228534	undirected	AT2G26530	AT3G59080
245041_at	253414_at	0.596816760958808	undirected	AT2G26530	AT4G33050
245041_at	254241_at	0.544941053005581	undirected	AT2G26530	AT4G23190
245041_at	255074_at	0.505935353256941	undirected	AT2G26530	AT4G09100
245041_at	255753_at	0.612474626436271	undirected	AT2G26530	AT1G18570
245041_at	256050_at	0.554628080479714	undirected	AT2G26530	AT1G07000
245041_at	257277_at	0.572537359028027	undirected	AT2G26530	AT3G14470
245041_at	258792_at	0.55322877350171	undirected	AT2G26530	AT3G04640
245041_at	259479_at	0.69211289669967	undirected	AT2G26530	AT1G19020
245041_at	259876_at	0.540939302655055	undirected	AT2G26530	AT1G76700
245041_at	260239_at	0.645519638668894	undirected	AT2G26530	AT1G74360
245041_at	260415_at	0.554179760919153	undirected	AT2G26530	AT1G69790
245041_at	261005_at	0.522581350307397	undirected	AT2G26530	AT1G26420
245041_at	264280_at	0.504391515408283	undirected	AT2G26530	AT1G61820
245041_at	264832_at	0.658385352586098	undirected	AT2G26530	AT1G03660
245041_at	265184_at	0.578133337186044	undirected	AT2G26530	AT1G23710
245041_at	266017_at	0.51727002847762	undirected	AT2G26530	AT2G18690
245041_at	267028_at	0.898082608439234	undirected	AT2G26530	AT2G38470
245044_at	257832_at	0.635755609362936	undirected	AT2G26500	AT3G26740
245051_at	248487_at	0.52740498809182	undirected	AT2G23320	AT5G51070
245076_at	246595_at	0.502519724904607	undirected	AT2G23170	AT5G14780
245076_at	249893_at	0.515018372879731	undirected	AT2G23170	AT5G22555
245076_at	264400_at	0.549087931275636	undirected	AT2G23170	AT1G61800
245076_at	264912_at	0.599712106460402	undirected	AT2G23170	AT1G60750
245082_at	245329_at	0.813295471410941	undirected	AT2G23270	AT4G14365
245082_at	245447_at	0.67810137593036	undirected	AT2G23270	AT4G16820
245082_at	245738_at	0.630620128930958	undirected	AT2G23270	AT1G44130
245082_at	245755_at	0.755963782935472	undirected	AT2G23270	AT1G35210
245082_at	245866_s_at	0.728918693996544	undirected	AT2G23270	AT1G57980 /// AT1G57990
245082_at	246149_at	0.590770972102956	undirected	AT2G23270	AT5G19890
245082_at	246349_at	0.78056212863483	undirected	AT2G23270	AT1G51915
245082_at	246370_at	0.50050427641535	undirected	AT2G23270	AT1G51920
245082_at	246405_at	0.811431784174043	undirected	AT2G23270	AT1G57630
245082_at	246406_at	0.679207657433401	undirected	AT2G23270	AT1G57650
245082_at	246988_at	0.731251474647201	undirected	AT2G23270	AT5G67340
245082_at	247145_at	0.75837902830047	undirected	AT2G23270	AT5G65600
245082_at	247215_at	0.736101035873779	undirected	AT2G23270	AT5G64905
245082_at	247655_at	0.614565009306012	undirected	AT2G23270	AT5G59820
245082_at	247848_at	0.90632290700582	undirected	AT2G23270	AT5G58120
245082_at	247913_at	0.762909763664172	undirected	AT2G23270	AT5G57510
245082_at	248775_at	0.51397057205841	undirected	AT2G23270	AT5G47850
245082_at	249001_at	0.522843683740189	undirected	AT2G23270	AT5G44990
245082_at	249188_at	0.923874374906794	undirected	AT2G23270	AT5G42830
245082_at	249197_at	0.681626021853483	undirected	AT2G23270	AT5G42380
245082_at	249264_s_at	0.748213493745081	undirected	AT2G23270	AT5G41740 /// AT5G41750
245082_at	249333_at	0.8848079009511	undirected	AT2G23270	AT5G40990
245082_at	249438_at	0.677656125845831	undirected	AT2G23270	AT5G40010
245082_at	249459_at	0.528353102131661	undirected	AT2G23270	AT5G39580
245082_at	249476_at	0.780346461761842	undirected	AT2G23270	AT5G38910
245082_at	249896_at	0.600870769811832	undirected	AT2G23270	AT5G22530
245082_at	249941_at	0.705878859733942	undirected	AT2G23270	AT5G22270
245082_at	250286_at	0.629703094684868	undirected	AT2G23270	AT5G13320
245082_at	250415_at	0.533937473066645	undirected	AT2G23270	AT5G11210
245082_at	250821_at	0.759430156458434	undirected	AT2G23270	AT5G05190
245082_at	251248_at	0.613502951557169	undirected	AT2G23270	AT3G62150
245082_at	251334_at	0.705752858937293	undirected	AT2G23270	AT3G61390
245082_at	251400_at	0.739311533358505	undirected	AT2G23270	AT3G60420
245082_at	251507_at	0.550566866391339	undirected	AT2G23270	AT3G59080
245082_at	251755_at	0.775511582541408	undirected	AT2G23270	AT3G55790
245082_at	251871_at	0.537507742807127	undirected	AT2G23270	AT3G54520
245082_at	251884_at	0.711444031127589	undirected	AT2G23270	AT3G54150
245082_at	251971_at	0.637194283683004	undirected	AT2G23270	AT3G53160
245082_at	252334_at	0.533731212609089	undirected	AT2G23270	AT3G48850
245082_at	252906_at	0.580978757777571	undirected	AT2G23270	AT4G39640
245082_at	252989_at	0.617223819194659	undirected	AT2G23270	AT4G38420
245082_at	253044_at	0.896274439465847	undirected	AT2G23270	AT4G37290
245082_at	253046_at	0.917584019137299	undirected	AT2G23270	AT4G37370
245082_at	253181_at	0.647921787322409	undirected	AT2G23270	AT4G35180
245082_at	253505_at	0.819555875045186	undirected	AT2G23270	AT4G31970
245082_at	253509_at	0.522753062349579	undirected	AT2G23270	AT4G31710
245082_at	253796_at	0.89046025610948	undirected	AT2G23270	AT4G28460
245082_at	253999_at	0.789721059903153	undirected	AT2G23270	AT4G26200
245082_at	254241_at	0.573108562773859	undirected	AT2G23270	AT4G23190
245082_at	254416_at	0.846679694350098	undirected	AT2G23270	AT4G21380
245082_at	254524_at	0.659258945041374	undirected	AT2G23270	AT4G20000
245082_at	254598_at	0.598011176377221	undirected	AT2G23270	AT4G18990
245082_at	254905_at	0.681702754130197	undirected	AT2G23270	AT4G11170
245082_at	255340_at	0.628490502065243	undirected	AT2G23270	AT4G04490
245082_at	256050_at	0.76514752965578	undirected	AT2G23270	AT1G07000
245082_at	256321_at	0.557136662649172	undirected	AT2G23270	AT1G55020
245082_at	256376_s_at	0.616344028745529	undirected	AT2G23270	AT1G66690 /// AT1G66700
245082_at	256442_at	0.737108667235101	undirected	AT2G23270	AT3G10930
245082_at	256526_at	0.930732094561095	undirected	AT2G23270	AT1G66090
245082_at	256548_at	0.518582167704111	undirected	AT2G23270	AT3G14770
245082_at	256593_at	0.749687763892628	undirected	AT2G23270	AT3G28510
245082_at	256756_at	0.526605710968095	undirected	AT2G23270	AT3G25610
245082_at	257061_at	0.818567808533118	undirected	AT2G23270	AT3G18250
245082_at	258395_at	0.653052132483302	undirected	AT2G23270	AT3G15500
245082_at	258606_at	0.912200716084103	undirected	AT2G23270	AT3G02840
245082_at	259033_at	0.827645166677605	undirected	AT2G23270	AT3G09405 /// AT3G09410
245082_at	259197_at	0.518432832404705	undirected	AT2G23270	AT3G03670
245082_at	259340_at	0.503195818928828	undirected	AT2G23270	AT3G03870 /// AT3G09260
245082_at	259428_at	0.926693729002503	undirected	AT2G23270	AT1G01560
245082_at	259442_at	0.658004694569607	undirected	AT2G23270	AT1G02310
245082_at	259479_at	0.532933747728626	undirected	AT2G23270	AT1G19020
245082_at	259626_at	0.666537170931974	undirected	AT2G23270	AT1G42990
245082_at	259876_at	0.538793770703031	undirected	AT2G23270	AT1G76700
245082_at	260040_at	0.566710171969884	undirected	AT2G23270	AT1G68765
245082_at	260261_at	0.833370271818466	undirected	AT2G23270	AT1G68450
245082_at	260296_at	0.816898190243025	undirected	AT2G23270	AT1G63750
245082_at	260394_at	0.602496636640519	undirected	AT2G23270	AT1G74080
245082_at	260399_at	0.560836955794296	undirected	AT2G23270	AT1G72520
245082_at	260415_at	0.663806695005651	undirected	AT2G23270	AT1G69790
245082_at	260706_at	0.763998747785476	undirected	AT2G23270	AT1G32350
245082_at	260804_at	0.610742574534733	undirected	AT2G23270	AT1G78410
245082_at	260908_at	0.605135699653996	undirected	AT2G23270	AT1G02580
245082_at	260932_s_at	0.667451894381488	undirected	AT2G23270	AT1G02520 /// AT1G02530
245082_at	260971_at	0.819682656633528	undirected	AT2G23270	AT1G53620
245082_at	261005_at	0.682167455840811	undirected	AT2G23270	AT1G26420
245082_at	261006_at	0.853954058621215	undirected	AT2G23270	AT1G26410
245082_at	261020_at	0.827786525241447	undirected	AT2G23270	AT1G26390
245082_at	261021_at	0.884723443984188	undirected	AT2G23270	AT1G26380
245082_at	261216_at	0.73570378464804	undirected	AT2G23270	AT1G33030
245082_at	261242_at	0.855521828783865	undirected	AT2G23270	AT1G32960
245082_at	261249_at	0.769888373648599	undirected	AT2G23270	AT1G05880
245082_at	261394_at	0.563882391793706	undirected	AT2G23270	AT1G79680
245082_at	261475_at	0.719313039580869	undirected	AT2G23270	AT1G14550
245082_at	261542_at	0.535906853018047	undirected	AT2G23270	AT1G63560
245082_at	262244_at	0.707311059916618	undirected	AT2G23270	AT1G48260
245082_at	263401_at	0.947731759408652	undirected	AT2G23270	AT2G04070
245082_at	263482_at	0.544044796558222	undirected	AT2G23270	AT2G03980
245082_at	263893_at	0.745834317027097	undirected	AT2G23270	AT2G21900
245082_at	263916_at	0.728832768137399	undirected	AT2G23270	AT2G36440
245082_at	264280_at	0.539707857332606	undirected	AT2G23270	AT1G61820
245082_at	264543_at	0.842444347909764	undirected	AT2G23270	AT1G55780 /// AT1G55790
245082_at	264832_at	0.592285725297458	undirected	AT2G23270	AT1G03660
245082_at	264866_at	0.625170645053656	undirected	AT2G23270	AT1G24140
245082_at	265192_at	0.923681610962745	undirected	AT2G23270	AT1G05060
245082_at	265221_s_at	0.771317610710268	undirected	AT2G23270	AT2G02000 /// AT2G02010
245082_at	265260_at	0.792963401803299	undirected	AT2G23270	AT2G43000
245082_at	265411_at	0.713547003391313	undirected	AT2G23270	AT2G16630
245082_at	265732_at	0.757129110292121	undirected	AT2G23270	AT2G01300
245082_at	265920_s_at	0.635777029132022	undirected	AT2G23270	AT2G15120 /// AT2G15220
245082_at	266071_at	0.97646295371258	undirected	AT2G23270	AT2G18670 /// AT2G18680
245082_at	266281_at	0.516400936592755	undirected	AT2G23270	AT2G29250
245082_at	266292_at	0.684099479238331	undirected	AT2G23270	AT2G29350
245082_at	266571_at	0.635313705531146	undirected	AT2G23270	AT2G23830
245082_at	266983_at	0.556771418597926	undirected	AT2G23270	AT2G39400
245082_at	267026_at	0.75472987825131	undirected	AT2G23270	AT2G38340
245082_at	267502_at	0.646519781891901	undirected	AT2G23270	AT2G45550
245082_at	267565_at	0.833477795581347	undirected	AT2G23270	AT2G30750
245082_at	267567_at	0.628791155112184	undirected	AT2G23270	AT2G30770
245083_at	257783_at	0.522394155438715	undirected	AT2G23310	AT3G26950
245083_at	257809_at	0.510349085101603	undirected	AT2G23310	AT3G27060
