TF	Target	importance
AT1G72360	AT4G28240	0.011180895176835915
AT1G72360	AT2G15890	0.024779092633283584
AT5G61600	AT5G11070	0.019726769947891173
AT1G77920	AT1G10480	0.05507253404102411
AT5G07680	AT2G01480	0.048126780729618054
AT5G08520	AT5G44610	0.017610796200589203
AT1G74840	AT1G76590	0.12240884600815298
AT5G47390	AT1G31120	0.14024506167231365
AT1G74840	AT3G52060	0.011823777352817285
AT1G74840	AT2G17440	0.0239629520734369
AT3G10113	AT2G29800	0.04625306009605078
AT5G47390	AT2G37750	0.001154305207193301
AT1G32150	AT1G72820	0.017382012847292173
AT5G04820	AT2G40000	0.020310631809872595
AT1G74840	AT4G37610	0.009206284762444578
AT4G36730	AT1G80440	0.00010664194938589132
AT1G74840	AT3G48360	0.0739081346123443
AT2G40340	AT4G02940	0.005185836593692979
AT1G25550	AT2G44890	0.004191533704018065
AT5G51190	AT5G17350	0.0007460336538100563
AT5G47390	AT1G78290	0.0410791606846712
AT1G19000	AT4G01026	0.06358318736559304
AT5G47390	AT2G38400	0.035267377346276295
AT5G47390	AT5G09440	0.0003583216381093218
AT1G27730	AT1G51700	0.02261395079555535
AT1G72360	AT4G12080	0.0005487818546990485
AT5G47390	AT4G30690	0.033030954162775364
AT5G28770	AT4G37390	0.009510746863075965
AT1G72360	AT4G37590	0.004780145605314596
AT1G08320	AT2G37750	0.0008345547145875848
AT5G08520	AT1G03850	0.11341446659793958
AT1G27730	AT3G44260	0.003663895679359863
AT5G07680	AT3G44300	0.009235841488409797
AT5G28770	AT1G80440	0.028717377202477228
AT1G74840	AT2G18700	0.0398653076879735
AT5G25810	AT3G13750	0.0010256234297531855
AT4G37260	AT1G03610	0.0032390789692361703
AT5G04820	AT1G30720	0.026165773173266113
AT5G28770	AT1G28330	0.0005041064742892258
AT1G74840	AT1G28330	0.00027418259043259
AT1G74840	AT1G80920	0.12921442768293145
AT5G47390	AT2G36320	0.053601264185017185
AT4G37260	AT1G80440	0.008909817727368959
AT1G74840	AT5G49450	0.02836362894636839
AT5G47390	AT1G56220	0.016994268452547808
AT4G22070	AT3G09440	0.0006793178333720427
AT5G61600	AT3G55980	4.360741983012033e-05
AT1G25550	AT1G10140	0.10240102278144678
AT5G08520	AT1G52760	0.00748790684850455
AT1G19000	AT4G32260	0.028683444771977033
AT2G04038	AT2G40350	0.009257432246733208
AT3G12820	AT5G38820	0.031911857500841564
AT4G38620	AT5G40590	0.009933471286194318
AT5G11260	AT1G06000	0.10720247797929376
AT1G76590	AT5G13090	0.011221819260183568
AT5G47390	AT5G06800	0.013797473030232316
AT5G28770	AT4G32870	0.01918280802597293
AT1G74840	AT1G70290	0.014833907482503515
AT3G45610	AT1G66120	0.014258863906015627
AT2G40340	AT1G62180	0.010881476488577768
AT1G27730	AT3G55980	0.016378098016126767
AT1G74840	AT4G28240	0.03099407556147109
AT1G49480	AT5G63620	0.011279164773053506
AT3G10113	AT1G53320	0.000360759363572889
AT1G18570	AT1G09415	0.02376232469415265
AT5G05790	AT1G65060	0.01831529838161903
AT1G74840	AT1G23870	0.0024600067061394952
AT1G72360	AT3G07310	0.07451115667676796
AT4G18770	AT5G10170	0.024361649277699137
AT1G49480	AT5G61590	0.017789562305805993
AT4G39780	AT5G49360	0.048489739688206905
AT5G47390	AT2G25090	0.001629359720659289
AT3G49690	AT3G52750	0.08681031463211251
AT1G74840	AT3G61060	0.010034051521839229
AT5G61600	AT1G73540	0.01566041854719138
