fromNode	toNode	weight
ATCG00330	AT2G07739	0.769759381777849
ATCG00360	AT2G07741	0.620896445485388
ATCG00360	AT2G07699	0.620896445485388
ATCG00360	AT2G07739	0.685419204756688
ATCG00380	AT5G65110	0.729490451391522
ATCG00380	AT4G13770	0.729490451391522
ATCG00380	AT4G11840	0.742119381133464
ATCG00380	AT1G78370	0.664004207347833
ATCG00380	AT2G46650	0.644690946282661
ATCG00470	AT3G03840	0.62094337310822
ATCG00470	AT2G27250	0.719285932022438
ATCG00510	AT1G32960	0.731883592551506
ATCG00530	AT3G19890	0.70216700954811
ATCG00540	AT2G01540	0.674098314177617
ATCG00560	AT5G18240	0.628084833046359
ATCG00560	AT5G01740	0.759919552091235
ATCG00560	AT1G29870	0.712059174945763
ATCG00080	AT3G23630	0.672063395105304
ATCG00080	AT3G22830	0.637289080899374
ATCG00080	AT2G28620	0.657541939808987
AT2G26620	AT1G73540	0.755550053179115
AT2G26620	AT5G11070	0.617007278522113
AT2G26620	AT5G10695	0.736992509103441
AT2G26620	AT1G57650	0.781013337821781
AT2G26620	AT5G61600	0.697008031120413
AT2G26620	AT5G46770	0.62820237894892
AT2G26620	AT3G52830	0.781698898754221
AT2G26620	AT4G27280	0.725664431535856
AT2G26620	AT1G16760	0.661164415616422
AT2G26620	AT3G28540	0.775331272685848
AT2G26620	AT3G23800	0.703844808385192
AT2G26620	AT3G24130	0.647668680833085
AT2G26620	AT1G63420	0.613013680019632
AT2G26620	AT1G02840	0.699761870656907
AT2G26620	AT2G34680	0.806180925289232
AT2G26620	A	0.637959014349847
AT2G26620	F	0.637959014349847
AT2G26620	X	0.637959014349847
AT2G26620	-	0.637959014349847
AT2G26620	r	0.637959014349847
AT2G26620	2	0.637959014349847
AT2G26620	B	0.637959014349847
AT2G26620	s	0.637959014349847
AT2G26620	d	0.637959014349847
AT2G26620	a	0.637959014349847
AT2G26620	p	0.637959014349847
AT2G26620	3	0.637959014349847
AT2G26620	_	0.637959014349847
AT2G26620	t	0.637959014349847
AT2G26360	AT4G37260	0.68500334751006
AT2G26360	AT5G63390	0.723189086694686
AT2G26360	AT5G61720	0.651564715729297
AT2G26360	AT5G56860	0.638408795851558
AT2G26360	AT5G37540	0.721860737829649
AT2G26360	AT3G62950	0.602762801521561
AT2G26360	AT3G53130	0.726675846377885
AT2G26360	AT3G53140	0.726675846377885
AT2G26360	AT3G51910	0.682312588087726
AT2G26360	AT3G42250	0.684620030202305
AT2G26360	AT4G19170	0.619468170952037
AT2G26360	AT1G25400	0.63597188182526
AT2G26360	AT1G48720	0.645017635606242
AT2G26360	AT1G30370	0.697808308399458
AT2G26360	AT1G35850	0.614752429187518
AT2G26360	AT5G59280	0.614752429187518
AT2G26360	AT1G75190	0.669832583665541
AT2G26360	AT3G30810	0.74039654481355
AT2G26360	AT3G29240	0.609754179227633
AT2G26360	AT3G21660	0.608775910909585
AT2G26360	AT3G06330	0.647799159819765
AT2G26360	AT1G75430	0.602771269307258
AT2G26360	AT2G17880	0.607770107467042
AT2G26360	AT2G36610	0.794177323561894
AT2G26360	AT2G20070	0.656386728492481
AT2G26360	AT2G40000	0.618153295387145
AT2G26380	AT4G29600	0.637521714781749
AT2G26380	AT3G04290	0.618132069720862
AT2G26380	AT1G06750	0.672683758135673
AT2G26410	AT4G02270	0.629174316452182
AT2G26410	AT2G36630	0.712348868931504
AT2G26560	AT4G36670	0.711563384014433
AT2G26560	AT5G49900	0.665845149256047
AT2G26560	AT4G40090	0.715485835588891
AT2G26560	AT3G20460	0.678703486654161
AT2G26560	AT1G34510	0.718796623410756
AT2G26560	AT1G03210	0.610272639729679
AT2G26560	AT2G30750	0.63468499401573
AT2G26530	AT5G04340	0.680129527817581
AT2G26530	AT5G66170	0.651929617444421
AT2G26530	AT5G05410	0.698329684449521
AT2G26530	AT3G46600	0.638021551067347
AT2G26530	AT2G35930	0.616374024045038
AT2G26530	AT1G23760	0.677929268355379
AT2G26540	AT4G11440	0.614384017079534
AT2G26430	AT4G29820	0.634716019946767
AT2G26500	AT4G13030	0.624100423241521
AT2G26500	AT3G10740	0.613821864451239
AT2G26590	AT1G21220	0.602249184280312
AT2G26510	AT1G28320	0.608043011042712
AT2G26510	AT3G61710	0.751287456838215
ATCG00070	AT1G63830	0.711626247999053
AT2G26490	AT1G28270	0.619007657982718
AT2G26490	AT5G29030	0.661587199935
AT2G26490	AT1G74540	0.6865681098142
AT2G39790	AT1G58025	0.678340446373325
AT2G39790	AT5G58820	0.892368967354277
AT2G39790	AT5G11400	0.607876901309057
AT2G39790	AT5G30545	0.621956745232059
AT2G39790	AT3G42930	0.621956745232059
AT2G39790	AT1G10680	0.716982605111013
AT2G39790	AT2G47120	0.748639681465501
AT2G39770	AT5G06600	0.67014618264542
AT2G39730	AT5G01530	0.655203976984433
AT2G39725	AT3G29200	0.761320059492772
AT2G39725	AT1G06040	0.712673283788013
AT2G39725	AT1G06430	0.628738813435542
AT2G39840	AT4G15830	0.629444466652741
AT2G39780	AT3G56170	0.613171909035115
AT2G39780	AT3G44620	0.628260435160079
AT2G23260	AT4G27160	0.684625017534417
AT2G23260	AT2G01700	0.735153436836964
AT2G23240	AT5G29100	0.601961064394923
AT2G23240	AT5G14400	0.733118959394369
AT2G23240	AT5G06040	0.724672373839938
AT2G23240	AT3G56260	0.759247512535105
AT2G23240	AT4G04080	0.670630208743419
AT2G23240	AT2G16160	0.653719406349252
AT2G23240	AT2G03520	0.612948728688449
AT2G23240	AT2G11220	0.785888680230943
AT2G23240	AT2G11166	0.730012014407654
AT2G23240	AT4G19280	0.730012014407654
AT2G23240	AT5G36060	0.730012014407654
AT2G23240	AT2G07738	0.676866966952207
AT2G23190	AT5G11320	0.659050431268442
AT2G23220	AT5G11320	0.659050431268442
AT2G23190	AT3G18120	0.67718385445461
AT2G23220	AT3G18120	0.67718385445461
AT2G23190	AT3G30585	0.681544900259714
AT2G23220	AT3G30585	0.681544900259714
AT2G23190	AT3G01240	0.719453374077336
AT2G23220	AT3G01240	0.719453374077336
AT2G23190	AT3G11350	0.70572365231818
AT2G23220	AT3G11350	0.70572365231818
AT2G23190	2	0.871981817652322
AT2G23190	6	0.871981817652322
AT2G23190	5	0.871981817652322
AT2G23190	8	0.871981817652322
AT2G23190	3	0.871981817652322
AT2G23190	0	0.871981817652322
AT2G23190	_	0.871981817652322
AT2G23190	a	0.871981817652322
AT2G23190	t	0.871981817652322
AT2G23220	2	0.871981817652322
AT2G23220	6	0.871981817652322
AT2G23220	5	0.871981817652322
AT2G23220	8	0.871981817652322
AT2G23220	3	0.871981817652322
AT2G23220	0	0.871981817652322
AT2G23220	_	0.871981817652322
AT2G23220	a	0.871981817652322
AT2G23220	t	0.871981817652322
AT2G23170	AT4G14630	0.753380141380191
AT2G23170	AT5G45490	0.650190543270287
AT2G23170	AT5G45440	0.650190543270287
AT2G23170	AT3G50950	0.708706010730711
AT2G23170	AT3G24180	0.775010835373987
AT2G23170	AT1G03210	0.601758697042344
AT2G23300	AT4G10480	0.717221382710955
AT2G23270	AT1G21130	0.60856429874435
AT2G39820	AT3G07510	0.648340618410577
AT2G39850	AT5G61370	0.669569303319826
AT2G39850	AT4G32920	0.793603380862351
AT2G45290	AT5G13910	0.618401403023476
AT2G40900	AT1G73390	0.612274059913398
AT2G40830	AT1G14730	0.601373316744503
AT2G40890	AT1G13060	0.675702807842564
AT2G40890	AT3G26340	0.675702807842564
AT2G41600	AT1G51920	0.616602102216333
AT2G41600	AT5G64310	0.642786337099857
AT2G41600	AT5G57860	0.695533912171325
AT2G41600	AT5G09990	0.614411606453945
AT2G41600	AT3G23770	0.7989174983395
AT2G41600	AT1G07640	0.6453556941234
AT2G41600	AT2G36650	0.731591219127361
AT2G41650	AT3G47370	0.641681478039146
AT2G41650	AT1G14410	0.713789784365692
AT2G41650	AT1G61640	0.626030156508345
AT2G41650	AT2G19740	0.712023684196852
AT2G41570	AT5G53410	0.691219934682881
AT2G41530	AT2G35940	0.643719673289443
AT2G41620	AT5G07230	0.65845308825035
AT2G41560	AT4G05030	0.624713158959901
AT2G41560	AT1G62360	0.714181276085143
AT2G41560	AT2G18960	0.600818388468488
AT2G41640	AT5G49960	0.686829710515123
AT2G47460	AT4G15500	0.66621445496875
AT2G47460	AT5G52640	0.694243431972203
AT2G47460	AT5G47910	0.729827138709227
AT2G47460	AT5G44720	0.687956757270604
AT2G47460	AT5G23830	0.792826154152796
AT2G47460	AT3G56980	0.60030488457854
AT2G47460	AT4G39460	0.649395828628288
AT2G47460	AT4G38620	0.619657373403065
AT2G47460	AT4G25640	0.73917447659492
AT2G47460	AT3G22890	0.616173147910786
AT2G47460	AT1G11100	0.625218605230235
AT2G47460	AT1G49030	0.641409468853674
AT2G47460	AT1G14120	0.811147707042217
AT2G47460	AT1G77280	0.720617404715865
AT2G47460	AT2G29450	0.781016645125847
AT2G45350	AT4G37190	0.837883828182513
AT2G45350	AT5G66740	0.798550801434059
AT2G45350	AT5G53670	0.646251135297988
AT2G45350	AT5G43110	0.618435016812483
AT2G45350	AT5G13320	0.8062494120046
AT2G45350	AT4G36370	0.685199649598257
AT2G45350	AT4G08030	0.803463785639647
AT2G45350	AT4G07700	0.809419251793829
AT2G45350	AT4G05030	0.693998943025408
AT2G45350	AT1G35900	0.826428958564316
AT2G45350	AT3G32917	0.625111913285024
AT2G45350	AT3G28550	0.613675468491017
AT2G45350	AT4G00260	0.602984064078468
AT2G45350	AT2G24650	0.602984064078468
AT2G45350	AT3G16160	0.676649020397326
AT2G45350	AT3G30150	0.636404476863693
AT2G45350	AT1G12490	0.736541278037894
AT2G45350	AT1G72760	0.682775596668885
AT2G45350	AT1G34530	0.894368736317036
AT2G45350	AT1G22420	0.770370679239242
AT2G45350	AT1G64020	0.779877259872794
AT2G45350	AT1G31250	0.789216308426185
AT2G45350	AT1G65340	0.830030204133356
AT2G45350	AT2G20170	0.632618593240498
AT2G45350	AT2G10660	0.673854906614605
AT2G45350	AT2G26160	0.846903582724936
AT2G45350	AT2G19230	0.748032816433828
AT2G45310	AT5G64160	0.675207825188759
AT2G45310	AT4G25320	0.615261613551213
AT2G45310	AT4G19130	0.621739404430934
AT2G45310	AT1G48110	0.628106159838108
AT2G45310	AT1G02690	0.657525715549663
AT2G45210	AT5G47050	0.673924333646134
AT2G45210	AT1G60950	0.64484723112763
AT2G45420	AT3G25920	0.695854455618419
AT2G45400	AT5G14460	0.610544939489904
AT2G45240	AT5G51280	0.638481981944423
AT2G45220	AT5G02880	0.616834377764646
AT2G45220	AT4G29130	0.63361438191116
AT2G47490	AT3G21250	0.626024140905365
AT2G47490	AT1G17180	0.606162807482443
AT2G47490	AT1G05560	0.653624929685856
AT2G47490	AT2G36460	0.701199726964017
AT2G33130	AT5G64130	0.609667681875866
AT2G33130	AT3G25150	0.698039492971066
AT2G33240	AT1G69990	0.741577852883993
AT2G33230	AT4G37295	0.65788292597675
AT2G33120	AT4G31170	0.671411448044881
AT2G33110	AT4G31170	0.671411448044881
AT2G47540	AT4G37160	0.673813410893039
AT2G47540	AT5G66590	0.623181324967883
AT2G47540	AT5G56320	0.660947000518944
AT2G47440	AT5G05320	0.602585403839972
AT2G47440	AT3G25280	0.605448258977016
AT2G47440	AT1G08500	0.623986267273541
AT5G12390	AT5G28040	0.669433881924367
AT5G12390	AT5G61500	0.688395395552826
AT5G12390	AT4G20820	0.601026617447956
AT5G12390	AT3G26290	0.636432911330486
AT5G12390	AT1G04250	0.621904199391745
AT5G12400	AT1G67690	0.670806314186145
AT5G12410	AT2G43800	0.630042968152094
AT5G12420	AT1G74460	0.692088982817872
AT1G67790	AT2G29250	0.644876635178989
AT1G67760	AT1G62360	0.701848910157817
AT1G67690	AT5G40510	0.676277859439267
AT1G67750	AT3G62680	0.619252005214029
AT1G67750	AT3G22040	0.651518577621741
AT1G67750	AT3G19390	0.640792953038096
AT1G67750	AT1G30730	0.652118364473435
AT1G67750	AT1G30720	0.652118364473435
AT1G67750	AT2G43890	0.64305195172532
AT1G67800	AT1G03190	0.741506291153217
AT1G67700	AT1G28330	0.676746199639845
AT1G67700	AT5G28770	0.647761285993157
AT1G67700	AT5G21170	0.694115514292725
AT1G67700	AT5G20250	0.602022095624528
AT1G67700	AT5G16110	0.699379011039353
AT1G67700	AT5G64570	0.63846968585293
AT1G67700	AT5G47240	0.626260883533716
AT1G67700	AT5G22920	0.60946959709612
AT1G67700	AT5G19120	0.653408181504643
AT1G67700	AT5G18650	0.615171885512208
AT1G67700	AT5G05460	0.605239336662755
AT1G67700	AT5G04770	0.706232201155434
AT1G67700	AT5G03180	0.64045895213184
AT1G67700	AT5G02020	0.607995985958774
AT1G67700	AT3G61060	0.729326923916135
AT1G67700	AT3G59940	0.734161750829375
AT1G67700	AT3G54210	0.728519767115769
AT1G67700	AT3G52060	0.601416491987324
AT1G67700	AT3G48360	0.634490611117231
AT1G67700	AT3G45300	0.6402425679783
AT1G67700	AT4G39780	0.637712286460936
AT1G67700	AT4G39675	0.700239289183445
AT1G67700	AT4G30993	0.630958756589995
AT1G67700	AT4G28240	0.697900293277464
AT1G67700	AT4G19160	0.897909362432858
AT1G67700	AT1G25560	0.883114453617154
AT1G67700	AT2G33390	0.637170898032776
AT1G67700	AT3G19930	0.641637887870166
AT1G67700	AT3G26900	0.754058802843361
AT1G67700	AT3G15450	0.728692027945557
AT1G67700	AT3G10020	0.638218147430624
AT1G67700	AT3G01175	0.645495533140605
AT1G67700	AT1G20650	0.667674423447669
AT1G67700	AT1G71980	0.668981870972347
AT1G67700	AT1G80460	0.730813515666461
AT1G67700	AT1G80380	0.641908865737016
AT1G67700	AT1G78290	0.648308985133972
AT1G67700	AT1G01780	0.633343208991877
AT1G67700	AT1G23390	0.629224133664494
AT1G67700	AT1G23870	0.715608326093469
AT1G67700	AT2G36320	0.760084785632221
AT1G67700	AT2G25090	0.672175087162999
AT1G67700	AT1G03610	0.618221248821618
AT1G67700	AT2G18280	0.696774008192133
AT1G67700	AT2G20670	0.68147227410778
AT1G67700	AT2G15890	0.671935424237126
AT1G67700	AT2G39000	0.648907003773588
AT1G67700	AT2G25900	0.647803415706974
AT1G67700	AT2G39570	0.604217013015013
AT3G33080	AT4G05250	0.72786817231607
AT3G33080	AT1G04645	0.777044468419959
AT3G33080	AT1G62530	0.664487154625763
AT5G12270	AT5G23020	0.711732212276274
AT5G12270	AT1G78090	0.605552044022882
AT5G12270	AT1G31180	0.681167934282844
AT5G12270	AT5G14200	0.681167934282844
AT5G12280	AT3G14690	0.661318876601456
AT5G12280	AT1G79710	0.661951601724904
AT1G59265	AT4G30440	0.675809541975925
AT1G58889	AT4G30440	0.675809541975925
AT3G29787	AT5G26970	0.625161071800047
AT3G29787	AT5G05150	0.643787651934903
AT3G29787	AT4G05340	0.644082050703317
AT3G29787	AT1G76370	0.606268462144354
AT3G29787	AT2G03770	0.636776360208421
AT3G29791	AT1G51110	0.764739309490236
AT3G29791	AT5G15440	0.704024255537917
AT3G29791	AT4G25040	0.605413304107304
AT3G29791	AT4G03770	0.739685172335033
AT3G29791	AT2G15610	0.620344082953265
AT3G29810	AT4G38400	0.68470214023682
AT4G25590	AT2G06180	0.774555970873412
AT4G25580	AT1G72580	0.633342570665788
AT4G25570	AT4G17585	0.657537082759958
AT4G25570	AT3G13280	0.612452739727885
AT1G44350	AT2G25280	0.630489932014306
AT1G44318	AT2G33820	0.700279661979093
AT1G44318	AT2G20180	0.628432569616438
AT1G44224	AT2G17110	0.606543349693695
AT4G15415	AT4G27700	0.625033744143659
AT4G16760	AT5G66070	0.74259932321898
AT4G17500	AT2G48020	0.701727315106016
AT4G17500	AT2G38790	0.739762302531306
AT4G14680	AT4G15550	0.629984685497898
AT4G14680	AT4G17785	0.763246235070987
AT4G14680	AT5G20270	0.746980701422914
AT4G14680	AT4G36920	0.60090179670599
AT4G14680	AT5G17000	0.62368305813095
AT4G14680	AT5G25930	0.759214055262659
AT4G14680	AT5G66985	0.677063375311878
AT4G14680	AT5G64300	0.625722244825632
AT4G14680	AT5G14040	0.625722244825632
AT4G14680	AT5G58910	0.640213693194336
AT4G14680	AT5G54860	0.640213724152878
AT4G14680	AT5G53760	0.725661707618032
AT4G14680	AT5G51830	0.646223941626228
AT4G14680	AT5G50210	0.669809322095347
AT4G14680	AT5G48570	0.798087644383022
AT4G14680	AT5G42810	0.66233124013093
AT4G14680	AT5G35735	0.797618106785609
AT4G14680	AT5G22530	0.740646418559065
AT4G14680	AT5G18990	0.72279249498385
AT4G14680	AT5G18470	0.698509309605871
AT4G14680	AT5G07860	0.766755862248859
AT4G14680	AT5G08250	0.661998765139094
AT4G14680	AT3G60450	0.612230320005177
AT4G14680	AT3G55090	0.755693721554697
AT4G14680	AT3G47780	0.736344220158664
AT4G14680	AT3G47380	0.74896506815863
AT4G14680	AT3G44190	0.642355339970811
AT4G14680	AT4G37290	0.939410524817983
AT4G14680	AT4G34131	0.642149681139701
AT4G14680	AT4G34135	0.642149681139701
AT4G14680	AT4G33020	0.633927326609304
AT4G14680	AT4G22710	0.803067912572662
AT4G14680	AT4G22690	0.803067912572662
AT4G14680	AT1G19190	0.881662490505875
AT4G14680	AT1G66880	0.763345995122377
AT4G14680	AT3G25610	0.650745955040644
AT4G14680	AT3G22890	0.691085914001528
AT4G14680	AT3G26470	0.704708968478655
AT4G14680	AT3G14660	0.660091476890421
AT4G14680	AT3G26830	0.711832107434509
AT4G14680	AT3G16050	0.632808069042105
AT4G14680	AT3G17609	0.601923416211082
AT4G14680	AT3G03050	0.629103329172627
AT4G14680	AT1G02310	0.649605762501713
AT4G14680	AT1G35260	0.755275840859037
AT4G14680	AT1G69930	0.891693092110002
AT4G14680	AT1G69920	0.723014024782931
AT4G14680	AT1G72490	0.827702814139868
AT4G14680	AT2G43500	0.722739043677192
AT4G14680	AT1G21525	0.609419127591047
AT4G14680	AT1G21520	0.609419127591047
AT4G14680	AT1G28480	0.693061613089873
AT4G14680	AT1G21120	0.729872013026759
AT4G14680	AT1G64160	0.716981436959241
AT4G14680	AT1G22810	0.602822563951457
AT4G14680	AT1G60750	0.669061505790805
AT4G14680	AT2G36750	0.742072867485878
AT4G14680	AT2G02000	0.769957616118624
AT4G14680	AT2G02010	0.769957616118624
AT4G14680	AT2G18210	0.671461725415299
AT4G14680	AT2G15490	0.767029620738721
AT4G14680	AT2G28210	0.854134516842635
AT4G14680	AT2G17950	0.724420075255924
AT4G14680	AT2G12190	0.673574375754876
AT4G14680	AT1G64950	0.673574375754876
AT4G14680	AT2G14750	0.727064657969468
AT4G14680	AT2G39650	0.639995124775664
AT4G14110	AT5G63760	0.621879753246367
AT4G14640	AT4G27890	0.628602080636574
AT4G15340	AT5G54600	0.619357685370821
AT4G15340	AT3G11560	0.789000593099387
AT4G16563	AT5G47560	0.649540330916356
AT4G16563	AT4G02090	0.627020505647906
AT4G16563	AT1G30650	0.648181710859021
AT4G14400	AT3G56710	0.601360241216137
AT4G14400	AT1G51920	0.716901513569298
AT4G14400	AT5G36080	0.722645253918924
AT4G14400	AT3G62030	0.602828722533579
AT4G14400	AT4G24130	0.636953736312783
AT4G14400	AT4G23180	0.749056296632382
AT4G14400	AT3G10930	0.644952754816265
AT4G14400	AT3G15790	0.814160736813295
AT4G14400	AT3G05950	0.637851967930655
AT4G14400	AT1G74450	0.611016158214252
AT4G14400	AT2G43550	0.627967533628476
AT4G14400	AT1G80840	0.601733454870212
AT4G14400	AT1G65790	0.666102151597922
AT4G14400	AT1G65800	0.666102151597922
AT4G14400	AT1G03840	0.6345804832748
AT4G14400	AT2G36650	0.650274916718953
AT4G14400	AT2G01150	0.698488171416365
AT4G14400	AT2G30040	0.608320484136782
AT4G14400	AT2G19380	0.720831829009579
AT4G14500	AT1G28330	0.707799742383696
AT4G14500	AT5G28770	0.741752425750365
AT4G14500	AT5G20250	0.8019570249798
AT4G14500	AT5G16120	0.739434429676753
AT4G14500	AT5G66050	0.698674122839456
AT4G14500	AT5G61440	0.775377029567965
AT4G14500	AT5G53160	0.684313693456035
AT4G14500	AT5G49360	0.626800930649852
AT4G14500	AT5G01980	0.626800930649852
AT4G14500	AT5G41080	0.7055861747261
AT4G14500	AT5G39870	0.615598716762158
AT4G14500	AT5G22920	0.785969540140584
AT4G14500	AT5G19120	0.64666645301616
AT4G14500	AT5G19010	0.616810287186215
AT4G14500	AT5G18650	0.643012622540227
AT4G14500	AT5G18670	0.678843515630797
AT4G14500	AT5G06800	0.717658189268269
AT4G14500	AT5G04460	0.634448857597322
AT4G14500	AT3G61060	0.796032019838147
AT4G14500	AT3G52690	0.691420037517158
AT4G14500	AT3G48360	0.801132146114761
AT4G14500	AT3G45700	0.636722836684112
AT4G14500	AT4G39675	0.674913690041136
AT4G14500	AT4G37610	0.733306367312524
AT4G14500	AT4G28240	0.619370558448531
AT4G14500	AT4G19420	0.691716411845062
AT4G14500	AT1G25550	0.600116524641104
AT4G14500	AT1G25560	0.714993710729814
AT4G14500	AT2G33390	0.671531994980011
AT4G14500	AT3G11280	0.705366375911017
AT4G14500	AT1G54970	0.606562179014479
AT4G14500	AT1G66720	0.623017297035382
AT4G14500	AT3G30775	0.765853119464422
AT4G14500	AT3G19930	0.776893090475752
AT4G14500	AT3G15450	0.682135354629273
AT4G14500	AT3G08930	0.616503866597666
