fromNode	toNode	weight	direction	fromAltName	toAltName
244911_at	255200_at	0.703286835523842	undirected		
244911_at	264060_at	0.665875086181828	undirected		AT2G27980
244914_at	245203_at	0.660331597095857	undirected		
244914_at	248062_at	0.637622347432393	undirected		AT5G55450
244914_at	248479_at	0.730588314011844	undirected		AT5G50910
244914_at	252600_at	0.722531609238342	undirected		AT3G45000
244914_at	255518_at	0.693239855694891	undirected		AT4G02300
244914_at	256857_at	0.613009167282946	undirected		AT3G15170
244914_at	258589_at	0.67564145048029	undirected		AT3G04290
244914_at	265410_at	0.754801548392269	undirected		AT2G16620
244924_at	244990_s_at	0.799389209878105	undirected		
244924_at	245005_at	0.788342003398762	undirected		
244924_at	246080_at	0.638552230513265	undirected		AT5G20460
244924_at	257330_at	0.669824861073968	undirected		
244924_at	266039_s_at	0.754931512040112	undirected		AT2G07739
244924_at	266112_x_at	0.610752527771651	undirected		
244929_at	258139_at	0.6437826087562	undirected		AT3G24520
244930_at	254486_at	0.605833497793612	undirected	AT2G07809	AT4G20770
244933_at	252125_at	0.722691005406781	undirected		AT3G51040
244933_at	263843_at	0.60527951531883	undirected		AT2G37020
244941_at	252866_at	0.617627923430331	undirected		AT4G39840
244941_at	264413_s_at	0.631134397603914	undirected		
244942_at	253049_at	0.653555761237342	undirected		AT4G37300
244942_at	257324_at	0.608276564884033	undirected		
244943_at	257342_at	0.662419976568707	undirected	ATMG00070	
244945_at	260686_at	0.611543832738485	undirected		AT1G17620
244945_at	263821_s_at	0.630968567669298	undirected		AT2G09990 /// AT5G18380
244946_at	244952_at	0.646174420907571	undirected		
244946_at	245005_at	0.720722730561694	undirected		
244946_at	257110_x_at	0.72026934161651	undirected		
244946_at	265234_at	0.71430449166038	undirected		AT2G07721
244946_at	266012_s_at	0.626258514283643	undirected		AT2G07699 /// AT2G07741
244946_at	266039_s_at	0.710901471602734	undirected		AT2G07739
244952_at	245008_at	0.755031352189228	undirected		
244952_at	247582_at	0.717667425434611	undirected		AT5G60760
244952_at	266039_s_at	0.704737195464684	undirected		AT2G07739
244960_at	245318_at	0.644542878195572	undirected		AT4G16980
244960_at	249332_at	0.655023918324777	undirected		AT5G40980
244960_at	256093_at	0.62839838313765	undirected		AT1G20823
244960_at	260076_at	0.673588978150618	undirected		AT1G73630
244960_at	262507_at	0.764243364605056	undirected		AT1G11330
244960_at	262725_at	0.789518365313255	undirected		AT1G43580
244960_at	264094_at	0.606709269541165	undirected		AT1G79200
244963_at	244964_at	0.749835408444077	undirected		
244965_at	245204_at	0.619330897979644	undirected		AT5G12270
244965_at	249867_at	0.639129012082735	undirected		AT5G23020
244965_at	253242_at	0.647442639579107	undirected		AT4G34530 /// AT4G34540
244965_at	259426_at	0.634591096055158	undirected		AT1G01470
244973_at	264073_at	0.604564979072766	undirected		
244977_at	255356_x_at	0.60763907109833	undirected		
244981_at	257940_at	0.611444249651843	undirected		AT3G21790
244986_at	251342_at	0.616304345919179	undirected		AT3G60690
244986_at	256076_at	0.727399824170339	undirected		AT1G18060
244986_at	261149_s_at	0.667217267212948	undirected		AT1G19550 /// AT1G19570
244986_at	262637_at	0.633694264630856	undirected		AT1G06640
244987_s_at	261149_s_at	0.640770402261016	undirected		AT1G19550 /// AT1G19570
244989_s_at	257110_x_at	0.635609132954033	undirected		
244990_s_at	245005_at	0.73109625263657	undirected		
244990_s_at	257330_at	0.72089402829715	undirected		
244990_s_at	263501_s_at	0.602603536480561	undirected		AT2G07673
244990_s_at	266039_s_at	0.657674120201232	undirected		AT2G07739
244994_at	245890_at	0.649938706162409	undirected		AT5G09490
244994_at	255986_x_at	0.638899311125352	undirected		
245005_at	247553_at	0.773773480427218	undirected		AT5G60910
245005_at	255152_at	0.674336115011472	undirected		AT4G08190
245005_at	266012_s_at	0.671193057396974	undirected		AT2G07699 /// AT2G07741
245005_at	266039_s_at	0.769759381777849	undirected		AT2G07739
245008_at	266012_s_at	0.620896445485388	undirected		AT2G07699 /// AT2G07741
245008_at	266039_s_at	0.685419204756688	undirected		AT2G07739
245009_at	254687_at	0.729490451391522	undirected		AT4G13770 /// AT5G65110
245009_at	254894_at	0.742119381133464	undirected		AT4G11840
245009_at	260745_at	0.664004207347833	undirected		AT1G78370
245009_at	266326_at	0.644690946282661	undirected		AT2G46650
245013_at	259331_at	0.62094337310822	undirected		AT3G03840
245013_at	265624_at	0.719285932022438	undirected		AT2G27250
245017_at	261242_at	0.731883592551506	undirected		AT1G32960
245019_at	257993_at	0.70216700954811	undirected		AT3G19890
245020_at	266342_at	0.674098314177617	undirected		AT2G01540
245022_at	250031_at	0.628084833046359	undirected		AT5G18240
245022_at	251072_at	0.759919552091235	undirected		AT5G01740
245022_at	255990_at	0.712059174945763	undirected		AT1G29870
245023_at	258103_at	0.672063395105304	undirected		AT3G23630
245023_at	258325_at	0.637289080899374	undirected		AT3G22830
245023_at	263441_at	0.657541939808987	undirected		AT2G28620
245030_at	245777_at	0.755550053179115	undirected	AT2G26620	AT1G73540
245030_at	245906_at	0.617007278522113	undirected	AT2G26620	AT5G11070
245030_at	246018_at	0.736992509103441	undirected	AT2G26620	AT5G10695
245030_at	246406_at	0.781013337821781	undirected	AT2G26620	AT1G57650
245030_at	247543_at	0.697008031120413	undirected	AT2G26620	AT5G61600
245030_at	248840_at	0.62820237894892	undirected	AT2G26620	AT5G46770
245030_at	252007_at	0.781698898754221	undirected	AT2G26620	AT3G52830
245030_at	253915_at	0.725664431535856	undirected	AT2G26620	AT4G27280
245030_at	255765_at	0.661164415616422	undirected	AT2G26620	AT1G16760
245030_at	256596_at	0.775331272685848	undirected	AT2G26620	AT3G28540
245030_at	257197_at	0.703844808385192	undirected	AT2G26620	AT3G23800
245030_at	257246_at	0.647668680833085	undirected	AT2G26620	AT3G24130
245030_at	261553_at	0.613013680019632	undirected	AT2G26620	AT1G63420
245030_at	262110_at	0.699761870656907	undirected	AT2G26620	AT1G02840
245030_at	267310_at	0.806180925289232	undirected	AT2G26620	AT2G34680
245030_at	AFFX-r2-Bs-dap-3_at	0.637959014349847	undirected	AT2G26620	
245031_at	246253_at	0.68500334751006	undirected	AT2G26360	AT4G37260
245031_at	247381_at	0.723189086694686	undirected	AT2G26360	AT5G63390
245031_at	247512_at	0.651564715729297	undirected	AT2G26360	AT5G61720
245031_at	247980_at	0.638408795851558	undirected	AT2G26360	AT5G56860
245031_at	249626_at	0.721860737829649	undirected	AT2G26360	AT5G37540
245031_at	251196_at	0.602762801521561	undirected	AT2G26360	AT3G62950
245031_at	251979_at	0.726675846377885	undirected	AT2G26360	AT3G53130 /// AT3G53140
245031_at	252081_at	0.682312588087726	undirected	AT2G26360	AT3G51910
245031_at	252793_at	0.684620030202305	undirected	AT2G26360	
245031_at	254564_at	0.619468170952037	undirected	AT2G26360	AT4G19170
245031_at	255733_at	0.63597188182526	undirected	AT2G26360	AT1G25400
245031_at	256136_s_at	0.645017635606242	undirected	AT2G26360	AT1G48720
245031_at	256306_at	0.697808308399458	undirected	AT2G26360	AT1G30370
245031_at	256313_s_at	0.614752429187518	undirected	AT2G26360	AT1G35850 /// AT5G59280
245031_at	256455_at	0.669832583665541	undirected	AT2G26360	AT1G75190
245031_at	257098_at	0.74039654481355	undirected	AT2G26360	
245031_at	257745_at	0.609754179227633	undirected	AT2G26360	AT3G29240
245031_at	258177_at	0.608775910909585	undirected	AT2G26360	AT3G21660
245031_at	258882_at	0.647799159819765	undirected	AT2G26360	AT3G06330
245031_at	261111_at	0.602771269307258	undirected	AT2G26360	AT1G75430
245031_at	264788_at	0.607770107467042	undirected	AT2G26360	AT2G17880
245031_at	265209_at	0.794177323561894	undirected	AT2G26360	AT2G36610
245031_at	265579_at	0.656386728492481	undirected	AT2G26360	AT2G20070
245031_at	267357_at	0.618153295387145	undirected	AT2G26360	AT2G40000
245033_at	253678_at	0.637521714781749	undirected	AT2G26380	AT4G29600
245033_at	258589_at	0.618132069720862	undirected	AT2G26380	AT3G04290
245033_at	260828_at	0.672683758135673	undirected	AT2G26380	AT1G06750
245036_at	255516_at	0.629174316452182	undirected	AT2G26410	AT4G02270
245036_at	265203_at	0.712348868931504	undirected	AT2G26410	AT2G36630
245038_at	246238_at	0.711563384014433	undirected	AT2G26560	AT4G36670
245038_at	248581_at	0.665845149256047	undirected	AT2G26560	AT5G49900
245038_at	252833_at	0.715485835588891	undirected	AT2G26560	AT4G40090
245038_at	257668_at	0.678703486654161	undirected	AT2G26560	AT3G20460
245038_at	261157_at	0.718796623410756	undirected	AT2G26560	AT1G34510
245038_at	264355_at	0.610272639729679	undirected	AT2G26560	AT1G03210
245038_at	267565_at	0.63468499401573	undirected	AT2G26560	AT2G30750
245041_at	245711_at	0.680129527817581	undirected	AT2G26530	AT5G04340
245041_at	247136_at	0.651929617444421	undirected	AT2G26530	AT5G66170
245041_at	250781_at	0.698329684449521	undirected	AT2G26530	AT5G05410
245041_at	252483_at	0.638021551067347	undirected	AT2G26530	AT3G46600
245041_at	263935_at	0.616374024045038	undirected	AT2G26530	AT2G35930
245041_at	265131_at	0.677929268355379	undirected	AT2G26530	AT1G23760
245042_at	254929_at	0.614384017079534	undirected	AT2G26540	AT4G11440
245043_at	253672_at	0.634716019946767	undirected	AT2G26430	AT4G29820
245044_at	254797_at	0.624100423241521	undirected	AT2G26500	AT4G13030
245044_at	258774_at	0.613821864451239	undirected	AT2G26500	AT3G10740
245045_at	259554_at	0.602249184280312	undirected	AT2G26590	
245046_at	245687_at	0.608043011042712	undirected	AT2G26510	AT1G28320
245046_at	251286_at	0.751287456838215	undirected	AT2G26510	AT3G61710
245050_at	260314_at	0.711626247999053	undirected		AT1G63830
245057_at	245658_at	0.619007657982718	undirected	AT2G26490	AT1G28270
245057_at	246723_at	0.661587199935	undirected	AT2G26490	AT5G29030
245057_at	260228_at	0.6865681098142	undirected	AT2G26490	AT1G74540
245058_at	245865_at	0.678340446373325	undirected	AT2G39790	AT1G58025
245058_at	247785_at	0.892368967354277	undirected	AT2G39790	AT5G58820
245058_at	250364_at	0.607876901309057	undirected	AT2G39790	AT5G11400
245058_at	252775_s_at	0.621956745232059	undirected	AT2G39790	
245058_at	261829_at	0.716982605111013	undirected	AT2G39790	AT1G10680
245058_at	266762_at	0.748639681465501	undirected	AT2G39790	AT2G47120
245060_at	250693_at	0.67014618264542	undirected	AT2G39770	AT5G06600
245061_at	251082_at	0.655203976984433	undirected	AT2G39730	AT5G01530
