Gene_ID,GeneName,GSM744800,GSM744801,GSM744802,GSM744803,GSM744804,GSM744805,GSM744806,GSM744807,GSM744808,GSM744809,GSM744810,GSM744811
247943_at,AT5G57170,64.2074,67.6816,44.3084,73.6159,76.1802,75.5694,60.8923,83.2663,58.9255,52.8653,62.8558,66.1418
247944_at,AT5G57100,117.27,194.729,102.301,143.186,65.2565,100.151,132.786,108.687,128.335,115.407,89.388,81.5776
247945_at,AT5G57150,304.141,392.71,471.41,315.871,241.157,290.05,340.553,347.558,446.094,559.128,439.057,378.413
247946_at,AT5G57180,12.2151,22.1981,25.182,21.1383,33.0293,28.1225,13.2406,22.0431,19.7448,4.59504,22.2479,3.52519
247947_at,AT5G57090,584.937,607.408,653.813,511.082,732.783,721.287,668.687,685.961,681.22,751.112,812.964,783.48
247948_at,AT5G57130,57.5858,49.9766,58.0272,85.6538,54.6984,43.4997,53.4017,67.2126,69.1615,55.856,49.0726,28.0422
247949_at,AT5G57220,287.642,186.421,651.809,424.362,80.7318,147.318,93.4309,98.9702,99.1809,128.397,136.649,115.138
247950_at,AT5G57230,93.7057,125.247,110.485,123.633,117.26,146.119,97.4681,159.66,127.654,132.976,159.561,111.589
247951_at,AT5G57240,20.4885,14.9286,15.9271,11.4148,5.06954,4.78335,2.98677,6.80229,14.0788,2.77363,5.10617,0.983568
247952_at,AT5G57250 /// AT5G57260,14.2042,26.0998,12.636,19.2699,36.9741,20.349,31.4171,5.26107,37.237,33.1599,26.8102,20.2997
247953_at,AT5G57260,19.2551,2.93563,1.29316,19.4877,9.34023,0.764779,1.86716,3.06702,17.2781,18.5543,11.8951,8.53698
247954_at,AT5G56870,2636.79,3504.47,1754.8,890.489,1448.06,1469.32,1903.79,2580.53,2818.38,1701.96,1874.76,2369.71
247955_at,AT5G56950,856.035,451.586,911.288,758.875,733.289,733.208,727.919,627.537,516.371,700.951,727.671,751.181
247956_at,AT5G56970,55.025,50.0649,33.2444,27.7623,44.6095,47.6345,48.1671,30.1538,19.0813,38.577,43.7168,25.7149
247957_at,AT5G57050,58.7218,45.5446,98.3774,73.2702,81.9207,50.243,49.1044,67.7271,81.3416,56.008,52.2118,36.0427
247958_at,AT5G57070,138.965,95.5394,177.492,204.502,136.965,147.801,144.571,118.266,131.88,132.248,123.404,55.2406
247959_at,AT5G57080,48.0205,48.1031,44.7836,53.125,48.3657,40.0622,50.1974,58.2257,26.3797,52.7307,49.5522,55.9093
247960_at,AT5G57020,1121.9,918.934,903.407,990.056,1001.71,852.534,842.524,827.102,974.497,981.751,1038.21,1006.3
247961_at,AT5G56570,17.6214,2.12011,0.92185,2.30195,1.60536,1.97725,10.0853,2.75204,0.772153,1.20359,1.44699,0.443063
247962_at,AT5G56580,107.219,186.396,130.061,180.314,157.739,151.788,131.594,97.6608,122.029,145.237,123.43,112.832
247963_at,AT5G56590,62.0621,91.5937,52.3096,49.5095,50.8526,57.9137,55.6892,42.8748,57.4788,46.5571,52.8855,52.9246
247964_at,AT5G56600,42.1724,93.3165,38.8281,97.4398,76.535,72.2463,66.7342,51.1376,64.7931,59.5461,50.7289,37.0357
247965_at,AT5G56540,4185.17,5219.29,4230.68,4765.79,4583.98,4456.21,4841.06,5256.43,4847.11,4738.74,4594.17,5340.47
247966_at,AT5G56610,147.159,133.401,184.884,156.332,139.678,130.057,124.278,162.796,109.096,129.427,158.543,126.68
247967_at,AT5G56620,18.7872,12.3506,32.165,17.9511,39.3871,19.1079,34.8519,30.9375,28.2524,19.2795,23.2251,28.4563
247968_at,AT5G56670,2931.69,6038.51,5657.92,6032.05,5073.31,5774.14,4398.58,4113.53,4128.48,4984.11,4395.47,4691.39
247969_at,AT5G56700,1.85898,0.840881,2.74893,1.89282,1.18203,1.6529,7.13456,1.74115,6.03096,2.92181,0.985484,0.627807
247970_at,AT5G56720,13.5888,20.0826,22.8099,42.6432,34.3406,22.0767,36.65,30.8641,37.9062,30.1144,17.8121,27.7049
247971_at,AT5G56730,124.95,109.291,107.253,150.179,131.318,137.134,90.9999,111.115,112.755,115.103,109.809,122.168
247972_at,AT5G56740,225.727,235.607,224.216,234.991,209.824,221.682,236.797,170.836,200.235,212.206,232.984,194.994
247973_at,AT5G56770,1.48732,6.95005,11.2191,2.55535,6.2115,1.51607,15.2686,27.8342,6.64941,9.37353,0.529908,11.9468
247974_at,AT5G56780,21.344,33.7495,24.9266,46.5577,13.3578,16.5295,16.9212,26.967,22.9127,20.3271,22.1978,1.71597
247975_at,AT5G56800,0.907628,3.39591,2.43671,1.30875,0.855757,1.00533,0.869463,19.8652,0.946572,6.8714,1.09369,12.9758
247976_at,,17.4437,6.84031,1.65514,26.6702,3.61563,15.1666,3.44748,20.2696,15.879,5.51488,15.4986,17.9331
247977_at,AT5G56850,3.25936,15.5633,1.61808,2.96509,8.19186,1.40161,10.4015,3.44229,8.00268,4.46076,9.40334,6.17221
247978_at,AT5G56710,4133.35,4574.21,4497.15,5313.15,5602.5,4725.57,4522.76,4155.65,3902.58,4633.09,4621.31,4254.14
247979_at,AT5G56750,183.6,163.951,104.884,122.037,73.2435,123.711,131.831,141.647,161.543,173.362,146.853,123.123
247980_at,AT5G56860,6.00397,14.7445,0.989574,1.16078,1.78274,2.14595,0.845655,2.51147,2.66401,1.55325,1.16249,0.725947
247981_at,AT5G56640,0.811523,3.06406,0.633716,2.21729,12.9351,1.70741,0.755027,1.25066,4.04789,6.46083,2.70647,2.01991
247982_at,AT5G56760,1214.25,1727.26,1358.42,1457.16,1287.72,1280.47,1273.8,1344.89,1293.57,1207.0,1150.26,1157.73
247983_at,AT5G56630,1516.28,1504.03,2303.2,2255.25,2009.92,2138.28,1713.2,1497.59,1392.57,1549.79,1437.88,1237.35
247984_s_at,AT5G56650 /// AT5G56660,122.129,145.941,124.091,150.705,89.4887,111.74,108.325,140.147,160.964,137.908,127.26,138.661
247985_at,AT5G56790,140.417,234.297,185.165,201.264,113.632,183.56,164.827,160.68,159.462,163.005,124.692,97.2695
247986_at,AT5G56880,24.4038,13.9702,15.4354,2.63573,1.62645,2.26738,4.73989,13.2338,1.3067,2.54267,10.0976,4.10255
247987_at,AT5G56900,165.736,159.547,163.337,137.652,112.893,171.373,193.871,184.4,178.355,188.375,174.21,170.804
247988_at,AT5G56910,84.8481,76.9596,63.1252,66.1604,63.9479,49.6758,54.1587,38.7948,64.6183,64.1188,52.9163,58.5961
247989_at,AT5G56350,1989.1,1698.89,2172.74,1818.05,2545.52,2357.63,2140.35,1868.77,1784.78,1774.35,1972.58,2047.91
247990_at,AT5G56360,843.668,658.218,626.115,736.84,842.744,678.871,835.176,671.622,686.309,764.778,665.829,732.617
247991_at,AT5G56320,220.099,168.821,154.245,72.1541,199.017,201.139,229.72,234.829,196.696,229.976,306.339,294.893
247992_at,AT5G56520,28.9133,12.8086,29.9332,23.6619,46.8048,28.3022,52.4319,42.3266,74.3836,48.2845,48.2969,75.0741
247993_at,AT5G56130,241.695,224.357,250.181,203.791,303.784,222.058,253.451,215.197,225.694,215.925,210.882,220.011
247994_at,AT5G56140,495.534,421.22,343.017,328.855,334.285,368.949,374.975,408.976,326.615,382.306,357.46,341.119
247995_at,AT5G56160,21.3727,25.9934,23.7729,18.176,19.4951,20.8942,18.4402,20.8318,10.2093,12.6727,10.895,16.3123
247996_at,AT5G56170,841.695,730.853,734.112,647.708,705.104,738.143,779.896,826.52,815.136,849.506,889.894,973.388
247997_at,AT5G56180,354.275,322.729,350.158,297.025,405.211,392.334,351.467,397.387,419.455,394.376,327.153,320.43
247998_at,AT5G56200,59.1659,41.2816,49.6129,41.3707,57.479,45.7596,57.0007,61.1068,30.6555,48.0427,33.9176,44.6677
247999_at,AT5G56150,2010.98,1570.06,2045.94,1725.35,2780.66,2291.72,2400.99,2367.72,2208.78,2418.75,2266.73,2062.76
248000_at,AT5G56190,323.113,350.815,295.666,201.579,335.871,294.094,388.633,285.839,339.111,314.253,265.163,321.368
248001_at,AT5G55990,297.925,316.151,257.206,294.021,295.295,242.476,289.834,295.638,270.476,228.364,270.237,287.758
248002_at,AT5G56180,148.706,121.09,81.1843,70.8666,140.511,152.947,135.911,122.401,164.387,136.16,112.291,89.9452
248003_at,AT5G56220,219.312,169.619,150.631,150.773,122.717,105.727,129.444,118.976,102.357,170.121,147.814,156.557
248004_at,AT5G56230,52.6931,79.011,44.0946,51.7331,62.2094,61.8774,58.4164,60.3706,59.0049,56.6423,67.8137,66.9973
248005_at,AT5G56240,348.336,405.689,394.476,374.351,442.721,399.249,476.807,389.935,468.844,372.963,391.363,360.965
248006_at,AT5G56250,65.1955,58.0422,56.1016,52.1388,62.2771,41.4386,62.6588,39.8297,55.0786,42.5104,61.774,41.0333
248007_at,AT5G56260,236.17,213.92,231.442,173.2,158.45,170.646,192.261,191.57,163.282,186.784,191.959,172.939
248008_at,AT5G56270,45.8988,42.5276,28.3932,41.2772,37.267,28.8963,25.8719,23.6457,36.9054,36.46,43.2396,29.0274
248009_at,AT5G56280,421.63,335.886,367.275,403.576,396.145,379.723,390.598,366.198,418.373,403.246,445.901,350.288
248010_at,AT5G56290,426.459,600.612,447.277,462.175,554.057,503.413,497.044,516.622,480.265,525.882,452.682,545.858
248011_at,AT5G56300,5.8017,7.92732,6.47711,9.07452,2.81009,4.05573,20.1207,11.8788,10.6594,4.72814,12.3744,7.92677
248012_at,AT5G56310,7.82049,19.3577,19.0336,15.9186,22.3469,6.68519,0.884021,11.8102,7.69529,14.6723,13.0111,14.6891
248013_at,AT5G56330,1.43541,1.56912,0.807675,1.42471,1.48458,1.35465,1.76004,2.87644,0.909988,1.28114,1.41851,3.32368
248014_at,AT5G56340,226.451,179.903,233.653,165.701,127.728,177.777,181.763,194.169,171.598,222.829,194.563,152.954
248015_at,AT5G56370,12.7316,1.30632,14.9334,18.8836,12.8377,1.49508,25.298,16.4186,15.2221,12.1541,22.3943,20.2964
248016_at,AT5G56380,14.7896,78.1991,35.077,34.1999,26.9068,40.8796,41.9641,47.8491,37.0721,21.107,46.6336,34.5914
248017_at,AT5G56460,43.9064,52.3741,41.3722,117.911,43.7441,79.7117,55.9327,81.1142,66.6006,48.2303,48.0359,48.8171
248018_at,AT5G56470,11.5277,17.1999,8.71953,10.9177,0.999895,1.97317,1.46547,9.7097,4.88644,9.75995,2.44922,4.65466
248019_at,AT5G56480,3.54606,8.64748,1.84159,1.77535,5.33305,7.4221,3.00048,1.69568,2.6655,3.29525,3.59993,4.6128
248020_at,AT5G56490,1.98657,0.574032,0.592605,1.76523,1.14423,5.64474,1.63353,5.53277,0.448965,0.859426,1.56322,1.74067
248021_at,AT5G56500,1026.22,880.624,990.152,1186.42,1089.71,1062.33,983.539,1071.9,1107.91,1117.06,1093.22,1133.65
248022_at,AT5G56510,0.836466,11.4242,10.6572,14.0082,0.713806,1.17416,4.56016,13.4344,1.20146,1.54318,7.32089,7.76467
248023_at,AT5G56450,55.1233,87.7691,61.0663,56.4942,73.7732,48.0987,76.4552,84.7975,64.5768,63.9852,54.9297,56.7175
248024_at,AT5G55840,25.6911,26.9578,13.9159,17.7974,27.5464,27.0303,23.2067,28.6012,13.8341,18.5854,15.0178,34.5291
248025_at,AT5G55850,837.209,779.09,953.445,807.25,971.39,929.334,1068.52,1054.51,1024.0,989.978,1025.73,866.666
248026_at,AT5G55710,111.642,111.019,130.889,95.3055,111.569,97.9849,128.642,114.579,91.0187,119.297,101.417,100.438
248027_at,AT5G55630,177.625,181.844,161.764,133.814,145.761,182.537,186.688,158.731,197.62,184.329,206.842,203.239
248028_at,AT5G55620,17.0666,12.7403,30.9431,21.0318,12.6747,14.2433,8.01994,0.582399,2.45362,1.83873,6.55198,14.4544
248029_at,AT5G55700,71.6158,104.678,75.1959,76.1967,78.1752,77.5886,76.5242,84.7016,79.8407,69.5976,77.1049,81.5302
248030_at,AT5G55760,62.6718,82.667,68.8859,88.2854,87.086,65.9375,80.2782,69.9376,58.1608,87.2432,65.8529,95.6821
248031_at,AT5G55640,168.829,179.351,173.599,180.647,121.994,156.797,170.301,131.087,164.178,163.742,142.787,145.225
248032_at,AT5G55860,277.041,245.603,274.71,253.672,328.044,220.355,289.885,190.356,272.894,263.242,237.754,334.957
248033_s_at,AT5G54330 /// AT5G55870,2.21043,3.28766,4.00223,3.39888,1.32426,0.606513,2.76118,0.85456,0.813978,2.91445,0.802609,1.36199
248034_at,AT5G55910,339.872,273.426,346.908,324.657,314.125,343.414,359.49,395.696,352.535,343.428,377.455,519.061
248035_at,AT5G55900,45.1445,46.9209,63.7478,52.3008,41.9978,25.5782,39.4787,63.0656,54.4412,69.9988,42.6388,20.8965
248036_at,AT5G55920,328.864,274.593,413.59,483.188,402.705,432.772,391.689,355.283,315.514,401.743,340.674,396.953
248037_at,AT5G55930,2.64903,13.8578,1.61034,31.3884,2.21668,1.58983,11.3142,1.36837,0.826214,2.63573,1.57555,1.01956
248038_at,AT5G55980,24.4755,9.0319,18.8637,11.9216,12.864,16.9455,8.14328,8.12502,10.6959,10.4289,13.1669,2.06237
248039_at,AT5G55950,37.5499,28.0065,16.6296,24.1095,31.7109,34.7177,31.936,31.3312,20.8686,30.9527,30.6758,22.1175
248040_at,AT5G55970,230.957,264.831,168.922,134.599,115.691,133.459,155.155,234.822,235.876,177.581,135.511,232.688
248041_at,AT5G55940,836.604,955.027,750.908,848.258,945.015,873.1,859.062,800.931,847.194,828.141,890.466,874.221
248042_at,AT5G55960,459.736,396.909,427.193,369.092,449.694,425.093,421.346,472.799,393.197,451.9,354.768,427.143
248043_s_at,AT5G56000 /// AT5G56010,9470.94,8622.08,9997.99,10550.1,9376.25,8694.67,8323.24,7823.19,7001.56,6881.98,8018.13,8888.81
248044_at,AT5G56020,188.482,150.264,165.012,130.822,174.19,128.512,132.577,156.184,164.013,153.459,161.812,160.481
248045_at,AT5G56030,3016.78,3363.45,4559.13,5353.09,3941.81,4096.75,3813.54,3806.7,3371.01,3494.88,3769.7,3839.89
248046_at,AT5G56040,421.172,354.019,365.65,488.512,366.314,419.06,332.048,400.465,404.086,443.161,437.965,367.085
248047_at,AT5G56070,6.62956,1.32132,3.42853,6.06737,0.73927,2.79876,2.27997,1.40904,0.907466,1.85521,0.385359,1.2949
248048_at,AT5G56080,1858.6,1275.41,2990.63,1560.38,4064.42,3427.23,4177.95,4943.51,1906.87,2783.84,2354.13,2161.41
248049_at,AT5G56090,395.799,413.201,501.375,378.645,682.598,706.984,553.263,519.371,552.942,563.035,449.009,407.945
248050_at,AT5G56100,291.966,403.896,39.3033,19.2474,36.8985,48.8209,78.8422,105.061,77.3279,57.6547,71.8642,78.0703
248051_at,AT5G56110,5.09617,25.3417,5.71098,24.1573,7.10954,14.1221,5.10122,26.2282,10.2204,8.58062,16.7067,31.7251
248052_at,AT5G55800,4.11849,6.00507,1.38401,17.7071,1.55332,5.26814,1.4566,1.65566,8.27984,13.4544,6.48905,17.7698
248053_at,AT5G55810,45.4903,39.5061,31.5401,18.9736,30.9696,30.8857,20.705,10.4068,23.2111,41.1243,21.1411,23.0558
248054_at,AT5G55820,38.2851,57.5887,44.8301,31.9365,36.7403,27.7031,46.1389,41.3311,50.1187,39.5492,34.8477,32.0148
248055_at,AT5G55830,87.0279,58.9542,58.0091,69.3888,28.372,51.6239,51.403,47.4052,64.7405,63.8231,72.4496,36.0643
248056_at,AT5G55500,279.43,214.833,316.504,266.78,239.544,271.816,277.074,280.255,273.999,250.23,275.42,281.24
248057_at,AT5G55520,81.7876,51.1931,21.1093,53.9565,80.6448,78.924,54.8258,54.434,41.0639,53.0992,58.4512,39.0831
248058_at,AT5G55530,471.726,505.479,346.555,387.358,480.424,413.872,412.094,370.896,466.412,422.414,355.398,371.922
248059_at,AT5G55540,79.911,143.781,98.2578,95.4236,95.3033,95.2779,103.664,108.428,130.169,135.36,100.729,86.1064
248060_at,AT5G55560,162.213,150.608,168.001,135.006,129.766,142.525,146.215,158.335,154.826,163.539,132.875,154.144
248061_at,AT5G55340,20.4488,16.4335,14.3854,23.7846,22.7235,16.2919,27.254,35.0292,10.045,20.2254,22.5028,18.1979
248062_at,AT5G55450,1.31748,1.0732,0.810523,2.4707,1.5732,1.28384,1.0948,2.18079,1.07595,0.769039,1.26131,0.859404
248063_at,AT5G55550,245.077,230.567,204.91,200.346,201.521,229.091,234.307,316.155,264.368,260.357,198.427,254.762
248064_at,AT5G55570,9.25839,10.6048,7.23518,9.42749,0.794648,1.65295,0.440515,2.64583,1.98052,4.75378,2.58029,0.631508
248065_at,AT5G55580,4.77662,16.7746,4.54805,28.7793,3.10779,6.12882,4.31922,13.0648,8.42502,12.0535,2.38846,3.76282
248066_at,AT5G55590,54.2817,56.2377,70.4783,80.4703,74.7973,108.517,94.2027,65.6915,58.4934,43.8659,54.8833,75.464
248067_at,AT5G55600,147.322,107.187,119.207,122.441,133.481,128.775,123.025,128.273,150.74,127.076,122.118,133.0
248068_at,AT5G55610,951.623,930.276,1009.2,875.649,1064.31,1168.51,1032.42,1106.79,1093.13,1151.53,1104.85,1177.25
248069_at,AT5G55650,30.5821,35.3573,25.4436,33.327,26.2518,46.6485,33.3553,29.7779,36.813,41.0734,25.2494,33.0735
248070_at,AT5G55660,226.369,149.337,174.999,244.195,190.047,188.23,167.595,198.38,176.297,212.726,184.625,162.011
248071_at,AT5G55670,207.748,223.392,148.989,201.152,153.717,191.598,184.377,151.731,127.267,164.67,134.677,155.386
248072_at,AT5G55680,2.79848,2.32086,3.73537,2.24852,3.2767,1.93949,7.50175,9.67592,2.79539,2.59312,3.16172,2.79032
248073_at,AT5G55720,14.5299,2.53173,7.46862,11.2187,8.28677,7.44814,15.3926,6.23527,2.68462,6.58552,0.871935,6.48412
248074_at,AT5G55730,467.418,382.224,395.602,488.584,458.577,441.368,424.355,413.494,423.076,424.638,492.706,471.481
248075_at,AT5G55740,18.1752,15.7766,3.91243,14.213,1.47197,9.06522,10.3285,20.0046,17.049,8.17315,10.5766,11.1778
248076_at,AT5G55750,4.48734,13.2514,1.51065,0.807444,2.54981,2.12116,0.898008,3.0938,5.19353,0.925139,11.803,13.7414
248077_at,AT5G55770,11.0837,7.43632,15.3015,10.7315,15.7862,21.7891,19.1394,11.3729,18.3247,30.6051,16.6145,10.0992
248078_at,AT5G55780,21.4758,25.4691,19.2664,23.7653,40.4969,27.7416,39.4091,19.7619,29.9955,24.4767,23.3094,36.8299
248079_at,AT5G55790,92.0974,115.123,80.2512,78.502,67.2488,76.5903,74.5542,74.1831,91.0299,77.7996,62.8287,83.996
248080_at,AT5G55380,33.7457,55.0643,38.9236,44.9223,40.4939,34.9013,38.6668,38.2686,53.154,41.2377,41.6722,36.6471
248081_at,AT5G55390,142.599,175.255,178.29,151.683,136.603,161.116,165.864,163.947,218.583,128.986,171.388,126.449
248082_at,AT5G55400,155.723,205.19,170.932,153.337,143.87,178.597,166.787,149.383,169.484,163.388,164.231,167.867
248083_at,AT5G55420,2.0267,26.2574,5.64161,6.55604,2.83393,4.47795,1.82933,2.476,3.00342,10.7185,3.04316,15.0954
248084_at,AT5G55470,13.3036,13.9788,12.6688,8.69645,5.95325,6.29855,21.3849,6.06021,26.1048,3.55182,18.2223,6.30064
248085_at,AT5G55480,516.938,336.203,383.713,450.514,434.173,405.791,362.411,444.434,366.918,356.655,414.198,451.653
248086_at,AT5G55490,10.7951,4.85461,9.1837,3.87321,20.3407,4.63471,2.28283,4.33329,1.91474,5.11317,3.30533,2.11728
248087_at,AT5G55060,163.698,238.747,148.334,140.775,150.874,131.934,188.519,181.744,159.307,180.196,180.547,149.449
248088_at,AT5G55070,962.568,735.624,1242.07,958.271,1153.57,1234.39,1404.17,1466.21,865.2,1359.72,1189.88,1164.05
248089_at,AT5G55080,15.1317,15.0959,16.7024,17.6111,23.3089,11.3754,8.21485,16.8547,20.312,19.1898,5.19016,24.8912
248090_at,AT5G55090,21.0255,9.01689,1.70981,14.5762,1.30937,9.62443,5.3834,21.3759,9.20243,13.3758,9.49082,13.7153
248091_at,AT5G55120,141.056,110.889,171.066,196.558,141.472,123.445,118.912,117.854,142.76,111.96,115.868,91.6994
248092_at,AT5G55170,454.104,500.89,333.792,297.049,383.079,346.342,396.716,370.351,344.418,340.622,340.673,331.898
248093_at,AT5G55210,95.1449,99.9663,66.5056,85.102,78.1618,65.8023,76.78,85.6501,87.5181,78.0152,88.8212,74.9043
248094_at,AT5G55220,47.803,48.2804,46.0397,68.1725,34.655,40.9699,38.7569,41.029,39.0457,46.7062,43.3094,63.038
248095_at,AT5G55230,381.152,364.759,305.256,369.31,355.159,273.203,303.416,305.729,303.483,342.591,348.898,321.327
248096_at,AT5G55240,1.47906,20.7548,2.23635,9.851,4.09045,14.6465,11.9443,20.1188,12.1698,4.14665,11.2798,20.8243
248097_at,AT5G55260,222.436,121.014,185.221,146.067,160.641,159.599,156.316,157.545,110.817,153.211,162.854,178.34
248098_at,AT5G55290,1722.74,1812.18,1522.3,1644.14,1522.87,1496.78,1485.3,1643.11,1364.87,1468.04,1214.43,1549.87
248099_at,AT5G55300,211.82,216.694,200.166,231.647,167.283,175.419,198.257,213.624,213.527,232.607,208.563,195.579
248100_at,AT5G55180,1465.16,1068.14,1397.48,1288.4,1785.38,1896.7,1490.45,1784.83,1406.67,1404.5,1259.98,1463.64
248101_at,AT5G55200,462.82,462.777,600.992,608.757,737.118,731.005,680.37,550.864,568.017,604.613,606.686,648.34
248102_at,AT5G55140,382.405,390.967,404.447,463.25,438.268,442.186,484.13,412.374,364.988,367.953,448.49,402.14
248103_at,AT5G55160,871.578,1015.44,1041.4,1264.41,1260.32,1052.48,1089.27,994.915,1016.72,1016.98,1129.21,1043.63
248104_at,AT5G55250,111.094,178.923,95.3394,85.9511,191.637,161.013,164.666,179.143,156.076,115.433,133.038,142.818
248105_at,AT5G55280,205.692,187.244,240.865,285.405,218.709,254.983,203.613,187.857,173.951,220.365,218.654,214.129
248106_at,AT5G55100,185.243,217.34,143.326,162.528,184.65,160.77,145.759,140.111,156.466,168.972,153.08,152.004
248107_at,AT5G55190,2065.23,1930.56,2180.42,2505.63,2178.8,2213.03,1989.56,2044.35,1574.32,2227.29,2037.77,1880.21
248108_at,AT5G55130,406.998,332.493,303.324,309.459,303.38,338.383,340.919,300.924,354.423,318.6,338.902,366.755
248109_at,AT5G55310,353.765,384.969,366.686,278.649,327.693,351.787,329.225,313.712,347.383,346.211,343.711,322.633
248110_at,AT5G55320,13.0253,17.9625,8.35073,12.7951,11.1987,11.9238,20.773,14.0043,13.2427,1.58366,2.51427,10.4021
248111_at,AT5G55330,3.68449,8.08375,7.02718,2.42588,2.54339,8.12446,3.73281,9.25552,13.8563,0.706241,1.28627,2.88372
248112_at,AT5G55350,1.69346,6.86768,1.40586,3.40531,13.9193,7.92598,5.28312,14.0708,5.17045,1.47946,8.30484,16.6253
248113_at,AT5G55360,1.92105,9.87094,10.9263,14.9401,4.28705,4.93784,9.51784,2.50961,10.6453,2.47371,15.866,2.09236
248114_at,AT5G55370,25.9512,33.0826,16.2915,2.48263,29.8627,37.3179,26.8889,23.6546,37.3158,23.6093,44.6897,19.6095
248115_at,AT5G54870,840.582,812.366,860.715,690.266,773.702,991.108,1109.15,1197.53,1392.66,1029.89,1139.25,1207.74
248116_at,AT5G55020,19.9265,2.81958,0.926224,11.3515,17.2354,9.24143,17.5795,10.1304,11.4062,3.32495,1.33129,23.5897
248117_at,AT5G55000,198.29,281.971,240.249,223.08,262.175,262.041,290.491,277.772,284.422,223.534,241.133,245.323
248118_at,AT5G55050,214.762,221.776,130.844,98.8844,204.722,209.048,227.248,259.466,303.123,245.084,280.989,389.886
248119_at,AT5G54590,46.9506,46.1561,39.5517,45.6236,5.1489,52.9853,58.5865,42.6169,55.7415,45.7648,31.9166,47.2229
248120_at,AT5G54540,1146.13,1018.64,769.699,605.202,787.463,756.167,883.452,1154.67,1146.31,969.626,956.011,941.84
248121_at,AT5G54690,151.13,173.61,102.814,203.383,76.1973,117.328,122.307,140.319,116.739,87.3721,96.4713,71.7939
248122_at,AT5G54700,1.74952,2.90538,2.08343,1.07151,7.32633,2.65823,0.9033,1.05942,2.75492,1.46612,3.70235,1.5466
248123_at,AT5G54720,9.3876,15.9064,6.30137,18.1122,3.72641,1.29439,6.17305,1.63718,1.40844,11.5722,0.871802,8.45486
248124_at,AT5G54730,251.086,247.204,149.711,123.274,180.63,155.644,185.429,213.079,243.008,168.282,191.757,235.059
248125_at,AT5G54740,14.0775,6.61779,1.99916,10.1452,9.57446,13.871,11.6178,15.4192,0.728576,8.999,14.9744,5.59226
248126_at,AT4G34870 /// AT5G54760,3333.75,2538.0,2670.0,2580.4,2935.84,2627.92,2710.33,2731.62,2650.39,2792.95,2667.77,2981.93
248127_at,AT5G54750,867.373,811.031,994.903,898.807,978.765,1008.88,963.455,977.594,911.494,1036.74,1043.83,1042.01
248128_at,AT5G54770,467.199,640.775,313.779,667.988,383.793,487.19,511.54,543.618,678.722,516.818,458.58,374.82
248129_at,AT5G54780,202.936,166.738,185.554,100.806,253.782,204.696,247.842,216.503,205.355,208.798,194.835,209.152
248130_at,AT5G54790,62.1978,71.6055,37.5008,21.6942,58.2892,71.2208,40.2768,49.7025,52.5319,39.1251,48.6512,42.8767
248131_at,AT5G54830,206.682,151.298,228.229,184.253,195.354,212.325,193.426,191.028,132.947,197.602,234.348,262.278
248132_at,AT5G54840,325.948,261.198,611.183,500.591,436.953,536.858,623.178,711.102,494.932,518.647,523.901,634.042
248133_at,AT5G54850,101.132,88.2747,97.0996,57.7225,63.0237,84.7917,81.6731,72.6405,67.4902,83.6074,72.1755,105.559
248134_at,AT5G54860,456.503,405.14,815.769,718.635,404.629,512.208,479.638,444.038,442.725,492.592,506.011,455.69
248135_at,AT5G54890,42.7217,56.6009,31.4954,32.2591,37.5849,45.3033,45.4443,38.5166,47.2635,53.8197,50.0901,52.2088
248136_at,AT5G54910,144.75,89.4952,169.18,174.417,131.608,154.968,141.621,186.511,152.139,128.548,155.36,138.784
248137_at,AT5G54950,12.1626,11.4802,20.5773,45.2352,35.3909,27.5978,25.2456,31.6382,14.0934,20.4574,20.2502,33.1215
248138_at,AT5G54960,619.891,528.358,867.278,1007.37,1011.34,830.199,931.572,984.326,867.207,894.943,774.233,753.993
248139_at,AT5G54970,891.875,682.07,931.074,1083.45,954.77,955.486,786.853,875.662,857.194,911.263,962.512,795.43
248140_at,AT5G54980,153.045,235.292,98.4433,176.423,56.5504,99.332,141.816,135.74,181.769,129.083,128.63,93.2567
248141_at,AT5G55010,14.6296,9.52521,7.52094,8.04085,0.301113,0.787219,0.840013,0.918657,5.77366,1.28731,7.27894,0.483294
248142_at,AT5G55040,281.551,203.589,229.123,228.004,237.249,234.246,220.691,198.863,215.649,232.227,219.293,205.258
248143_at,AT5G55040,16.2424,18.5944,11.6516,18.4621,18.5789,15.0823,19.7832,18.3924,35.7585,21.906,13.0915,5.17138
248144_at,AT5G54800,1425.76,1229.21,1526.16,841.724,2167.84,1720.44,2018.22,1832.29,1551.1,1461.35,1549.16,1263.32
248145_at,AT5G54880,23.0606,40.8128,38.7279,48.0806,30.2326,20.5756,38.3917,25.127,38.4803,40.1455,32.8034,40.6832
248146_at,AT5G54940,2715.51,3577.68,1574.41,2214.48,1802.14,1561.94,1847.67,2317.11,2407.1,1928.58,1848.63,2062.26
248147_at,AT5G54900,1058.29,1010.14,920.173,974.002,922.745,997.927,965.178,957.577,1068.83,1135.81,1111.92,1110.32
248148_at,AT5G54930,123.081,153.812,103.163,144.633,138.685,103.245,122.381,117.194,111.46,122.041,96.9472,115.431
248149_at,AT5G54855,668.45,617.753,664.566,786.266,641.859,615.013,664.092,686.482,660.637,668.856,627.576,550.307
